,path,label
92,royal_ausnz/sua_de_hoang_gia_uc_royal_ausnz_goat/sua_de_hoang_gia_uc_royal_ausnz_goat_follow-on_formula_2/6d04812342.jpg,43
93,nutricare/meta_care/metacare_1/0019.jpg,41
94,abbott/similac_1/similac_total_comfort/0054.jpg,2
95,danone/aptamil/aptamil_1_infant_milk/b8b69ee39d.jpg,18
96,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0053asdasdjhqwe654654.jpg,14
97,abbott/abbott_grow_gold/abbot_grow_gold_3+/ed69c1473c.jpg,6
98,abbott/pedia/pediasure/0076.jpg,11
99,vinamilk/dielac_alpha_gold_iq/dielac_alpha_gold_iq_2/0002.jpg,52
100,mead_johnson/nutramigen/nutramigen_a+_lgg/eca98455fb.jpg,67
101,hipp/bot_an_dam/bot_an_dam_4/74.jpg,26
102,hipp/bot_an_dam/bot_an_dam_4/7.jpg,26
103,bellamyorganic/organic_fomula/bellamys_organic_junior_milk_drink/0086.jpg,14
104,mead_johnson/enfa_mil_grow_A+/enfa_grow_4_a+/0084.jpg,27
105,vitadairy/sua_colosbaby_bio/sua_colosbaby_bio_0+/3a35960733.jpg,59
106,wakodo/bot_dan_dam_wakado/bot_an_dam_chao_gao_trang_wakodo_cho_be_5_thang/0060.jpg,66
107,abbott/similac_1/similac_newborn_iq/0031.jpg,0
108,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/bec8d430a13.jpg,54
109,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new072.jpg,26
110,meiji/meiji_noi_dia/meiji_noi_ia_hohoemi/ef78f1a1104.jpg,68
111,royal_ausnz/lactoferrin/sua_royal_ausnz_lactoferrin_formula_milk_powder/b02a91a7ef7.jpg,45
112,vinamilk/organic_gold/organic_gold_1/0002.jpg,56
113,mead_johnson/enspire/enfamil_enspire_infant_formula/817fe0af11.jpg,28
114,nutifood/nuti_gold_iq/nuti_gold_iq_1/804b5e7afa.jpg,39
115,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_infant_formula_so_1/0000.jpg,44
116,nutifood/riso_opti_gold/riso_opti_gold_4/0058.jpg,40
117,gerber/bot_an_dam/bot_an_dam_gerber_ngu_coc_multigrain_cereal/0001.jpg,21
118,vitadairy/sua_colosbaby_bio/sua_colosbaby_bio_0+/5f1d3bd691.jpg,59
119,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new075.jpg,26
120,nutifood/growplus/growplus_xanh/ea914ee733.jpg,73
121,hipp/bot_an_dam/bot_an_dam_4/25.jpg,26
122,nutifood/growplus/growplus_o/6302c7404a5.jpg,38
123,abbott/pedia/pediasure/9b4f8574462.jpg,11
124,nestle/nan_optipro/nan_optipro_2/0013.jpg,35
125,bellamyorganic/organic_fomula/bellamys_organic_junior_milk_drink/0066.jpg,14
126,mead_johnson/neuro_pro/enfamil_neuro_pro_infant_formula/0113.jpg,30
127,nutricare/care_100/care_100_gold/95a9c8e0c63.jpg,72
128,bellamyorganic/bot_an_dam/bot_an_dam_bellamy/5749f7614dc01fd6e5f76570a8f4c41ee471171c.jpg,13
129,mead_johnson/gentle_care/enfa_grow_a+_gentle_care/0166.jpg,32
130,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/95f24ef0436.jpg,54
131,vinamilk/dielac_grow_plus/dielac_grow_plus_blue_1/50b9f85255.jpg,53
132,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/6ed52a2da511.jpg,54
133,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_gao_sua/756f2cb7ea4.jpg,46
134,vinamilk/optimum_gold/optimum_gold_1/0047.jpg,55
135,friesland_campina_dutch_lady/dutch_baby/dutch_baby_to_mo_gold/0020.jpg,19
136,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_ga_rau_cu/6da153bb78.jpg,49
137,nestle/bot_an_dam/bot_an_dam_p_tite/0015.jpg,33
138,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new132.jpg,26
139,nutifood/riso_opti_gold/sua_hop_riso_opti_gold/0009.jpg,40
140,nestle/nan_optipro/nan_optipro_1/6ba63fee4c.jpg,35
141,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/ecf9eb7dff36.jpg,54
142,"meiji/meiji_noi_dia/meiji_noi_dia_dang_thanh_so_3,9/4760cd7e611029e9e6600e7124c2a6634fae93b84.jpg",69
143,nestle/lactogen_gold/lactogen_gold_2/0006.jpg,34
144,mead_johnson/toddler/enfa_grow_premium_toddler_/0055.jpg,31
145,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0070654654.jpg,14
146,friesland_campina_dutch_lady/friso/frisolac_gold_2/0030.jpg,20
147,nestle/lactogen_gold/lactogen_gold_2/7fee499ce1.jpg,34
148,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_follow-on_so_2/526b2c47f62 (copy).jpg,44
149,nestle/nan_optipro/nan_optipro_2/0014.jpg,35
150,hipp/organic_combiotic/organic_combiotic_infant_milk_1/0019.jpg,25
151,nutricare/meta_care/metacare_3/0057.jpg,41
152,abbott/abbott_grow/abbott_grow_3/0010.jpg,7
153,danone/aptamil/aptamil_1_infant_milk/b5b313d2b03.jpg,18
154,nestle/nan_optipro/nan_optipro_3/0064.jpg,35
155,glico/hop_giay/glico_icreo_so_0_hop_giay/df5ea03e3e4.jpg,23
156,abbott/abbott_grow_gold/abbot_grow_gold_3+/0036.jpg,6
157,wakodo/sua_wakado/sua_wakodo_haihai/0006.jpg,62
158,nutifood/nuti_gold_iq/nuti_gold_iq_1/b8573919b5d0ce1b1382408a4d44b31ef953800f.jpg,39
159,nutifood/famna/famna_step_1/0015asdzxc.jpg,37
160,abbott/pedia/pediasure/0032.jpg,11
161,wakodo/bot_dan_dam_wakado/bot_an_dam_chao_gao_trang_wakodo_cho_be_5_thang/0156.jpg,66
162,nutifood/nuti_gold_iq/nuti_gold_iq_1/4c9cb5b2fb2.jpg,39
163,nutricare/care_100/care_100_gold/0037.jpg,72
164,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_4_vi_man/0051.jpg,51
165,danone/aptamil/aptamil_1_infant_milk/0061.jpg,18
166,hipp/bot_an_dam/bot_an_dam_6-36/63.jpg,26
167,nestle/nutren/nutren_junior/cdde6f32b1.jpg,36
168,abbott/pedia/pediasure/74694637145.jpg,11
169,meiji/meiji_noi_dia/meiji_noi_dia_xanh/92.jpg,71
170,royal_ausnz/lactoferrin/sua_royal_ausnz_lactoferrin_formula_milk_powder/93e6815462.jpg,45
171,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/02fd9c78183.jpg,54
172,royal_ausnz/sua_de_hoang_gia_uc_royal_ausnz_goat/sua_de_hoang_gia_uc_royal_ausnz_goat_infant_formula_1/0020.jpg,43
173,mead_johnson/nutramigen/nutramigen_a+_lgg/f2604331c5.jpg,67
174,glico/hop_giay/glico_icreo_so_1_hop_giay/29127c947e5cded6fa1b6fe55359f50bc547a35b3.jpg,24
175,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_4_vi_ngot/0018.jpg,47
176,nutifood/famna/famna_step_1/ghjksd077.jpg,37
177,nestle/bot_an_dam/bot_an_dam_p_tite/0d3e5feab13.jpg,33
178,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_4_vi_man/c6f443e7df.jpg,51
179,nestle/lactogen_gold/lactogen_gold_2/e363cb9410.jpg,34
180,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/8fe28abe75.jpg,54
181,hipp/bot_an_dam/bot_an_dam_4/a6d999f53a7b6e840e1449d8754322ed1de1bdfa.jpg,26
182,nestle/bot_an_dam/bot_an_dam_p_tite/66703259943.jpg,33
183,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new517.jpg,26
184,hipp/organic_combiotic/organic_combiotic_follow-on_milk_2/osfgcv009.jpg,25
185,danone/aptakid/aptakid_3_growing_up_milk_formula/3bc57cf12d91c5f6f21236603e913393fa2c8cb8.jpg,16
186,abbott/pedia/pediasure/8e579f69d3.jpg,11
187,nutricare/meta_care/meta_care_4/0068.jpg,41
188,nestle/bot_an_dam/bot_an_dam_nestle_cerelac/900733ccc8.jpg,33
189,royal_ausnz/sua_de_hoang_gia_uc_royal_ausnz_goat/sua_de_hoang_gia_uc_royal_ausnz_goat_follow-on_formula_2/0027.jpg,43
190,nutifood/nuti_gold_iq/nuti_gold_iq_3/0009.jpg,39
191,nestle/nan_optipro/nan_optipro_4/0052.jpg,35
192,hipp/bot_an_dam/bot_an_dam_4/104.jpg,26
193,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_gao_sua/b82187bbc64.jpg,46
194,danone/aptamil_gold/apta_gold_2/0040.jpg,17
195,nutifood/nuti_gold_iq/nuti_gold_iq_1/db82305885.jpg,39
196,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0036654654.jpg,14
197,gerber/bot_an_dam/bot_an_dam_gerber_ngu_coc_multigrain_cereal/3707d4c6eb.jpg,21
198,mead_johnson/neuro_pro/enfa_grow_a_ii_neuro_pro/0055.jpg,30
199,nutifood/riso_opti_gold/sua_hop_riso_opti_gold/0049.jpg,40
200,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/369a9c0ae65.jpg,54
201,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/6e7339b37511.jpg,54
202,vinamilk/bot_an_dam/bot_an_dam-optimum_gold_yen_mach_ca_hoi/c1e665d5912.jpg,50
203,hipp/organic_combiotic/organic_combiotic_infant_milk_1/0033.jpg,25
204,gerber/bot_an_dam/bot_an_dam_gerber_ngu_coc_multigrain_cereal/aba6a1c189.jpg,21
205,danone/aptamil/aptamil_1_infant_milk/64df8d52a6.jpg,18
206,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/0bbf5296b960.jpg,54
207,vinamilk/dielac_alpha_gold_iq/dielac_alpha_gold_iq_3/0029.jpg,52
208,nestle/bot_an_dam/bot_an_dam_p_tite/40f71fb3464.jpg,33
209,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/0039.jpg,26
210,nestle/lactogen_gold/lactogen_gold_1/0036.jpg,34
211,friesland_campina_dutch_lady/friso/friso_gold_4/a521b4e36377d24d53cba8d291622b08edd9e0d4.jpg,20
212,nutricare/meta_care/metacare_3/0050.jpg,41
213,mead_johnson/gentle_care/enfamil_a+_gentle_care_followup_formula/acd818ca35.jpg,32
214,wakodo/sua_wakado/sua_wakodo_haihai/0261cc97b127.jpg,62
215,nutifood/growplus/growplus_o/0001.jpg,38
216,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_ga_rau_cu/1bb356e312.jpg,49
217,vinamilk/dielac_grow_plus/dielac_grow_plus_red_3/d99233730d45eb986957fc39649c8ab008fadc78.jpg,54
218,nestle/nutren/nutren_junior/5f490d48766.jpg,36
219,nestle/nan_optipro/nan_optipro_1/aad7a559192.jpg,35
220,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_ca_hoi_bong_cai_xanh/28f9c561ad.jpg,48
221,hipp/organic_combiotic/organic_combiotic_infant_milk_1/0050.jpg,25
222,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/0bbf5296b968.jpg,54
223,nutifood/riso_opti_gold/sua_hop_riso_opti_gold/0048.jpg,40
224,friesland_campina_dutch_lady/friso/frisolac_gold_2/0004.jpg,20
225,danone/aptakid/aptakid_3_growing_up_milk_formula/d559533b432.jpg,16
226,royal_ausnz/sua_de_hoang_gia_uc_royal_ausnz_goat/sua_de_hoang_gia_uc_royal_ausnz_goat_follow-on_formula_2/408233f01913.jpg,43
227,danone/aptakid/aptakid_3_growing_up_milk_formula/69f3e18180.jpg,16
228,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/048bb4f0cd.jpg,54
229,mead_johnson/infant_fomula/enfamil_infant_formula/0055.jpg,29
230,nestle/nan_optipro/nan_optipro_2/0012.jpg,35
231,nutifood/growplus/growplus_xanh/f73e0d2bb88.jpg,73
232,abbott/abbott_grow/abbott_grow_3/0042.jpg,7
233,royal_ausnz/lactoferrin/sua_royal_ausnz_lactoferrin_formula_milk_powder/63a502caf69.jpg,45
234,mead_johnson/enfa_mil_grow_A+/enfamil_1_a+/0015.jpg,27
235,nutricare/smarta/smarta_grow/0117.jpg,42
236,nutifood/famna/famna_step_1/0005asdzxc.jpg,37
237,danone/aptamil/aptamil_1_infant_milk/5c1ae6d894.jpg,18
238,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_follow-on_so_2/b23883adc7b4826d662632f4016451b3475928b919.jpg,44
239,abbott/abbott_grow_gold/abbot_grow_gold_3+/4a7f53058c.jpg,6
240,wakodo/bot_dan_dam_wakado/bot_an_dam_chao_gao_trang_wakodo_cho_be_5_thang/0312.jpg,66
241,bellamyorganic/organic_fomula/bellamys_organic_junior_milk_drink/0002.jpg,14
242,danone/aptamil_gold/apta_gold_3/0041.jpg,17
243,abbott/abbott_grow/abbott_grow_1/239c9086e8.jpg,10
244,nutricare/smarta/smarta_grow/fba6f97d9b.jpg,42
245,hipp/organic_combiotic/organic_combiotic_follow-on_milk_2/0023.jpg,25
246,mead_johnson/neuro_pro/enfamil_neuro_pro_infant_formula/0126.jpg,30
247,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_infant_formula_so_1/b23883adc7b4826d662632f4016451b3475928b922.jpg,44
248,abbott/similac_iq/similac_gain_plus_iq_3/0017.jpg,4
249,danone/aptamil/aptamil_1_infant_milk/6c7105de54.jpg,18
250,gerber/bot_an_dam/bot_an_dam_gerber_ngu_coc_multigrain_cereal/24da987a423.jpg,21
251,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/1e6a4afc8e.jpg,54
252,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/fabdf17dc8.jpg,54
253,vitadairy/sua_colosbaby_bio/sua_colosbaby_bio_0+/0017.jpg,59
254,vinamilk/optimum_gold/optimum_gold_4/0049.jpg,55
255,vitadairy/sua_colosbaby_bio/sua_colosbaby_bio_0+/0034.jpg,59
256,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_infant_formula_so_1/0018.jpg,44
257,nutifood/riso_opti_gold/riso_opti_gold_4/0057.jpg,40
258,vinamilk/organic_gold/organic_gold_1/0007.jpg,56
259,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new068.jpg,26
260,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new131.jpg,26
261,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0046qwe654654.jpg,14
262,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/006d86e85f2.jpg,54
263,vitadairy/vitagrow/vitagrow_2+/0031.jpg,60
264,nutricare/meta_care/metacare_1/0037.jpg,41
265,hipp/organic_combiotic/organic_combiotic_follow-on_milk_2/osfgcv032.jpg,25
266,hipp/organic_combiotic/organic_combiotic_follow-on_milk_2/80d0c4b40658d16bb8458df02858cc2dbeba1ea82.jpg,25
267,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new389.jpg,26
268,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_4_vi_ngot/0008.jpg,47
269,nutifood/famna/famna_step_3/0016.jpg,37
270,abbott/abbott_grow_gold/abbot_grow_gold_3+/f52f049bcf40b65dc703a5cbbd957671d52c65fe3.jpg,6
271,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_4_vi_ngot/72e32c2de62.jpg,47
272,friesland_campina_dutch_lady/friso/friso_gold_5/0021.jpg,20
273,royal_ausnz/lactoferrin/sua_royal_ausnz_lactoferrin_formula_milk_powder/38e4d168e53.jpg,45
274,friesland_campina_dutch_lady/dutch_baby/dutch_baby_mau_lon_gold/0048.jpg,19
275,nutifood/growplus/growplus_trang/0077.jpg,75
276,nutricare/meta_care/metacare_1/0039.jpg,41
277,meiji/ezcube/ezcube_infant_formula/0014.jpg,68
278,friesland_campina_dutch_lady/friso/friso_gold_4/0001.jpg,20
279,hipp/bot_an_dam/bot_an_dam_6-36/5.jpg,26
280,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0019654654.jpg,14
281,glico/hop_nhom/glico_icreo_so_0/0056.jpg,23
282,glico/hop_nhom/glico_icreo_so_0/0006.jpg,23
283,hipp/bot_an_dam/bot_an_dam_4/40.jpg,26
284,hipp/organic_combiotic/organic_combiotic_growing_up_milk_3/0002.jpg,25
285,hipp/bot_an_dam/bot_an_dam_6/225.jpg,26
286,hipp/organic_combiotic/organic_combiotic_follow-on_milk_2/osfgcv033.jpg,25
287,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/56036ec2c76.jpg,54
288,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/98e22b81942.jpg,54
289,nutifood/growplus/growplus_cam/e995affbdc6.jpg,74
290,gerber/bot_an_dam/bot_an_dam_gerber_ngu_coc_multigrain_cereal/dc60bf5e7e2.jpg,21
291,mead_johnson/enfa_mil_grow_A+/enfa_grow_4_a+/0094.jpg,27
292,nutifood/famna/famna_step_2/0000.jpg,37
293,friesland_campina_dutch_lady/friso/friso_gold_4/0024.jpg,20
294,nutricare/smarta/smarta_grow/9639d00cb510.jpg,42
295,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/3dc8c6ad21.jpg,54
296,mead_johnson/enspire/enfamil_enspire_infant_formula/82ac90af1b.jpg,28
297,mead_johnson/enspire/enfamil_enspire_infant_formula/0088.jpg,28
298,abbott/similac_1/similac_newborn_iq/914ac24e27.jpg,0
299,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_gao_sua/de153584d9.jpg,46
300,bellamyorganic/organic_fomula/bellamys_organic_followon_formula/0020654654.jpg,14
301,mead_johnson/gentle_care/enfamil_a+_gentle_care_followup_formula/0017.jpg,32
302,nutricare/smarta/smarta_grow/0064.jpg,42
303,mead_johnson/toddler/enfa_grow_premium_toddler_/0098.jpg,31
304,royal_ausnz/sua_de_hoang_gia_uc_royal_ausnz_goat/sua_de_hoang_gia_uc_royal_ausnz_goat_follow-on_formula_2/ce352180ab10.jpg,43
305,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/0556f7beb15.jpg,54
306,vitadairy/vitagrow/vitagrow_1+/6339e45f702.jpg,60
307,vitadairy/sua_colosbaby_bio/sua_colosbaby_bio_0+/26bd35c1a13.jpg,59
308,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_ga_rau_cu/60ae05f02b3.jpg,49
309,meiji/ezcube/ezcube_growing_up_formula/0056.jpg,69
310,vinamilk/dielac_grow_plus/dielac_grow_plus_blue_1/a4d462df933.jpg,53
311,abbott/similac_iq/similac_iq_4_hmo/0018.jpg,3
312,friesland_campina_dutch_lady/dutch_baby/dutch_laby_kham_pha_gold/0030.jpg,19
313,nutifood/famna/famna_step_1/0095zxcasdzxc.jpg,37
314,nestle/lactogen_gold/lactogen_gold_2/7dc93ee45e.jpg,34
315,bellamyorganic/organic_fomula/bellamys_organic_junior_milk_drink/0048.jpg,14
316,nestle/bot_an_dam/bot_an_dam_nestle_cerelac/661e97cf67.jpg,33
317,vinamilk/bot_an_dam/bot_an_dam_ridielac_gold_gao_sua/3ac7c55b81.jpg,46
318,nutifood/growplus/growplus_cam/5de311af205.jpg,74
319,nutricare/meta_care/metacare_5/0012.jpg,41
320,vinamilk/dielac_grow_plus/dielac_grow_plus_red_1/205782c3a22.jpg,54
321,royal_ausnz/sua_royal_ausnz_premium_gold/sua_royal_ausnz_premium_gold_follow-on_so_2/d22694f77e4.jpg,44
322,hipp/bot_an_dam/bot_an_dam_milk___cereal_5-grain_with_plum/hipp_new555.jpg,26
323,danone/aptakid/aptakid_3_growing_up_milk_formula/0051.jpg,16
324,mead_johnson/neuro_pro/enfamil_neuro_pro_infant_formula/0096.jpg,30
325,meiji/ezcube/ezcube_growing_up_formula/0071.jpg,69
